ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Low Wind NE,Low Wind SE,Low Wind SW,Low Wind NW,Moderate Wind NE,Moderate Wind SE,Moderate Wind SW,Moderate Wind NW,High Wind NE,High Wind SE,High Wind SW,High Wind NW
AL101952, FOX,19521020,1200,  , TD,11.4N,77.7W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111952,UNNAMED,19521124,1800,  , EX,22.5N,60.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011953,  ALICE,19530525,1800,  , TD,14.4N,81.8W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021953,UNNAMED,19530711,1800,  , TD,26.1N,81.3W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031953,BARBARA,19530811,600,  , TD,22.8N,74.4W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041953,  CAROL,19530828,600,  , TD,14.0N,20.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051953,UNNAMED,19530829,1800,  , TD,26.3N,80.9W,25,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061953,  DOLLY,19530908,600,  , TD,18.3N,65.1W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071953,EDNA,19530915,0,  , TS,18.9N,64.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081953,UNNAMED,19530915,1800,  , TD,23.2N,90.4W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091953,  FLORENCE,19530923,1200,  , TS,15.0N,78.0W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101953,GAIL,19531002,600,  , TS,13.1N,35.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111953,UNNAMED,19531003,1800,  , TD,22.7N,81.3W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121953,  HAZEL,19531007,600,  , TD,20.5N,86.4W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131953,UNNAMED,19531123,600,  , TS,22.1N,55.3W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141953,UNNAMED,19531207,1800,  , TS,18.0N,52.5W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011954,UNNAMED,19540528,1200,  , TD,30.7N,80.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021954,UNNAMED,19540618,0,  , TD,25.8N,80.8W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031954,  ALICE,19540624,1200,  , TS,22.2N,93.7W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041954,UNNAMED,19540710,1200,  , TS,31.8N,81.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051954,BARBARA,19540727,1200,  , TD,27.8N,90.1W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061954,  CAROL,19540825,1200,  , TD,23.8N,75.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071954,  DOLLY,19540831,1200,  , TS,20.5N,68.6W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081954,EDNA,19540905,0,  , TD,19.8N,65.3W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091954,UNNAMED,19540906,600,  , TD,34.0N,44.2W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101954,  FLORENCE,19540910,1200,  , TD,22.5N,94.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111954,UNNAMED,19540915,1200,  , TD,25.5N,89.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121954,  GILDA,19540924,1800,  , TS,14.1N,75.8W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131954,UNNAMED,19540925,600,  , TD,29.2N,56.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141954,  HAZEL,19541005,600,  , TS,12.0N,58.5W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151954,UNNAMED,19541116,1800,  , TD,23.7N,43.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161954,  ALICE,19541230,600,  , TD,22.1N,50.9W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011955, BRENDA,19550731,600,  , TD,27.5N,87.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021955, CONNIE,19550803,600,  , TD,15.3N,40.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031955,  DIANE,19550807,600,  , TD,15.7N,41.2W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041955,  EDITH,19550821,1200,  , TD,11.4N,42.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051955,UNNAMED,19550825,1800,  , TD,24.6N,85.1W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061955,  FLORA,19550902,600,  , TS,19.0N,31.1W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071955, GLADYS,19550903,1800,  , TD,19.5N,93.3W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081955,IONE,19550910,600,  , TD,13.6N,41.4W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091955,  HILDA,19550912,0,  , TS,19.2N,66.1W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101955,  JANET,19550921,1200,  , TS,13.2N,52.6W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111955,UNNAMED,19550923,1200,  , TD,20.0N,45.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121955,UNNAMED,19551010,600,  , TS,28.8N,42.2W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131955,  KATIE,19551014,1800,  , TD,12.5N,79.3W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011956,UNNAMED,19560612,0,  , TD,20.0N,91.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021956,ANNA,19560725,1800,  , TD,20.8N,92.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031956,  BETSY,19560809,600,  , TS,13.5N,47.2W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041956,  CARLA,19560907,0,  , TD,24.8N,75.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051956,DORA,19560910,600,  , TD,20.5N,91.1W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061956,  ETHEL,19560911,1800,  , TD,23.5N,75.7W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071956, FLOSSY,19560920,1800,  , TD,18.0N,86.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081956,  GRETA,19561031,0,  , TD,20.0N,74.7W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091956,UNNAMED,19560607,600,  , TS,34.0N,75.1W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101956,UNNAMED,19561009,600,  , TS,15.3N,46.0W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111956,UNNAMED,19561014,1200,  , TS,22.6N,79.8W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121956,UNNAMED,19561119,0,  , TD,25.0N,47.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011957,UNNAMED,19570608,600,  , TS,25.0N,89.2W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021957, AUDREY,19570624,1200,  , TD,21.0N,93.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031957, BERTHA,19570808,0,  , TD,27.0N,87.4W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041957, CARRIE,19570902,600,  , TD,13.0N,21.3W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051957, DEBBIE,19570907,600,  , TS,23.9N,89.8W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061957, ESTHER,19570916,0,  , TD,20.8N,93.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071957, FRIEDA,19570920,1200,  , TD,31.7N,65.8W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081957,UNNAMED,19571023,0,  , TD,23.3N,58.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011958,ALMA,19580614,600,  , TD,21.1N,94.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021958,  BECKY,19580808,1200,  , TD,16.5N,20.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031958,CLEO,19580811,600,  , TD,12.0N,20.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041958,  DAISY,19580823,1800,  , TD,25.0N,73.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051958,ELLA,19580830,600,  , TD,12.5N,58.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061958,FIFI,19580904,1200,  , TD,10.1N,44.8W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071958,  GERDA,19580914,600,  , TS,17.4N,67.5W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081958, HELENE,19580921,600,  , TD,17.0N,52.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091958,ILSA,19580924,600,  , TS,17.5N,51.5W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101958, JANICE,19581004,1200,  , TD,18.5N,81.1W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111958,UNNAMED,19580525,0,  , TD,25.0N,80.5W,25,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121958,UNNAMED,19581015,1800,  , TD,21.3N,68.7W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011959, ARLENE,19590528,600,  , TD,23.3N,86.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021959, BEULAH,19590615,1800,  , TS,21.1N,94.7W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031959,UNNAMED,19590618,0,  , TS,26.3N,86.3W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041959,  CINDY,19590704,1200,  , TD,31.5N,79.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051959,  DEBRA,19590722,1800,  , TD,27.5N,91.2W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061959,  EDITH,19590818,0,  , TS,14.3N,57.9W,35,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071959,  FLORA,19590909,600,  , TD,16.8N,45.8W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081959, GRACIE,19590920,1200,  , TD,19.8N,68.3W,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091959, HANNAH,19590927,1200,  , TD,26.8N,49.9W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101959,  IRENE,19591006,1800,  , TD,23.2N,92.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111959, JUDITH,19591014,600,  , TD,14.0N,73.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121959,UNNAMED,19590802,0,  , TD,35.0N,76.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131959,UNNAMED,19590828,600,  , TS,33.7N,54.4W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141959,UNNAMED,19590909,0,  , TD,32.3N,67.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011960,UNNAMED,19600622,600,  , TD,19.2N,93.2W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021960,ABBY,19600709,1200,  , TS,12.0N,55.8W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031960, BRENDA,19600727,1800,  , TD,27.7N,85.1W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041960,CLEO,19600817,1800,  , TD,26.0N,74.7W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051960,  DONNA,19600829,1800,  , TD,10.2N,22.8W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061960,  ETHEL,19600912,1800,  , TD,22.0N,93.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071960,  FLORENCE,19600917,600,  , TD,20.9N,64.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081960,UNNAMED,19600901,0,  , TD,23.0N,49.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011961,ANNA,19610720,0,  , TS,11.5N,60.2W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021961,  BETSY,19610902,600,  , TS,13.3N,41.7W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031961,  CARLA,19610903,1200,  , TD,12.5N,77.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041961, DEBBIE,19610906,1800,  , TS,15.1N,24.1W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051961, ESTHER,19610910,1800,  , TD,11.7N,32.1W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061961,UNNAMED,19610912,1200,  , TD,25.8N,78.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071961,FRANCES,19610930,600,  , TD,16.0N,57.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081961,  GERDA,19611016,0,  , TD,17.5N,77.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091961, HATTIE,19611027,1200,  , TS,11.6N,81.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101961,  JENNY,19611101,1200,  , TD,17.0N,62.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111961,INGA,19611105,0,  , TS,20.8N,94.7W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011962,ALMA,19620826,1200,  , TD,25.3N,79.7W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021962,  BECKY,19620827,600,  , TD,16.0N,18.8W,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031962,  CELIA,19620912,0,  , TD,15.9N,45.9W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041962,  DAISY,19620929,600,  , TD,14.5N,48.9W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051962,ELLA,19621014,1800,  , TD,22.1N,71.4W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011963, ARLENE,19630731,1800,  , TD,11.0N,39.4W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021963, BEULAH,19630820,1200,  , TD,13.7N,49.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031963,UNNAMED,19630910,600,  , TD,30.5N,66.4W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041963,  CINDY,19630916,1200,  , TS,26.7N,93.7W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051963,  DEBRA,19630919,600,  , TD,14.4N,38.3W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061963,  EDITH,19630923,1200,  , TD,11.0N,52.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071963,  FLORA,19630926,1200,  , TD,8.0N,33.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081963,  GINNY,19631016,1200,  , TD,21.0N,72.0W,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091963, HELENA,19631025,1200,  , TD,15.2N,58.9W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011964,UNNAMED,19640602,1200,  , TD,17.9N,86.1W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021964,UNNAMED,19640728,600,  , TD,19.1N,43.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031964,ABBY,19640805,1800,  , TD,27.0N,88.1W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041964, BRENDA,19640807,1800,  , TD,32.0N,69.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051964,CLEO,19640820,1800,  , TD,13.1N,44.3W,30,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061964,DORA,19640828,1200,  , TD,14.0N,18.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071964,  ETHEL,19640904,600,  , TD,17.7N,35.4W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081964,  FLORENCE,19640905,1800,  , TD,16.3N,19.7W,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091964, GLADYS,19640913,600,  , TD,14.7N,44.3W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101964,  HILDA,19640928,1200,  , TD,21.2N,80.0W,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111964, ISBELL,19641008,1200,  , TD,13.0N,80.0W,25,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121964,UNNAMED,19641105,0,  , TD,11.3N,80.1W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011965,UNNAMED,19650611,600,  , TD,12.5N,91.3W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021965,ANNA,19650821,600,  , TS,32.4N,51.8W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031965,  BETSY,19650827,0,  , TD,10.9N,50.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041965,  CAROL,19650916,600,  , TD,13.3N,20.1W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051965, DEBBIE,19650924,1200,  , TD,17.5N,84.7W,25,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061965,  ELENA,19651012,1200,  , TD,15.6N,45.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011966,ALMA,19660604,600,  , TD,12.7N,84.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021966,  BECKY,19660701,1800,  , TD,32.4N,57.8W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031966,  CELIA,19660713,1200,  , TD,19.1N,59.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041966,DOROTHY,19660722,1800,  , TD,31.0N,41.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051966,ELLA,19660722,1200,  , TD,10.0N,35.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061966,  FAITH,19660821,0,  , TD,12.9N,20.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071966,  GRETA,19660901,1200,  , TD,13.7N,48.4W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081966, HALLIE,19660920,1200,  , TD,21.5N,95.4W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091966,INEZ,19660921,1200,  , TD,9.9N,35.1W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101966, JUDITH,19660927,0,  , TD,10.8N,43.2W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111966,LOIS,19661104,1200,  , TD,26.5N,50.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011967,UNNAMED,19670610,1200,  , TD,18.0N,85.0W,-99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021967,UNNAMED,19670610,1200,  , TD,28.0N,63.0W,-99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031967,UNNAMED,19670614,1200,  , TD,27.0N,76.0W,-99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041967,UNNAMED,19670618,1200,  , TD,23.0N,59.0W,-99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051967,UNNAMED,19670705,1200,  , TD,11.0N,15.1W,-99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061967,UNNAMED,19670721,1200,  , TD,14.9N,17.0W,-99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071967,UNNAMED,19670803,1200,  , TD,19.5N,17.1W,-99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081967,UNNAMED,19670810,1200,  , TD,12.9N,13.0W,-99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091967,UNNAMED,19670816,1200,  , TD,18.0N,16.1W,-99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101967,UNNAMED,19670820,1200,  , TD,21.1N,17.0W,-99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111967, ARLENE,19670828,1800,  , TD,15.8N,35.8W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121967,  CHLOE,19670905,0,  , TD,15.4N,20.3W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131967, BEULAH,19670905,1200,  , TD,14.0N,57.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141967,  DORIA,19670908,0,  , TD,28.5N,77.5W,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151967,UNNAMED,19670918,1200,  , TD,14.0N,14.5W,-99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161967,UNNAMED,19670922,1200,  , TD,10.8N,15.0W,-99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171967,UNNAMED,19670925,1200,  , TD,15.1N,18.7W,-99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181967,  EDITH,19670926,1200,  , TD,12.5N,47.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191967,FERN,19671001,1800,  , TD,20.3N,93.0W,25,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL201967,UNNAMED,19671003,1200,  , TD,13.0N,17.1W,-99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL211967, GINGER,19671005,1200,  , TD,17.0N,18.3W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL221967,UNNAMED,19671008,1200,  , TD,25.0N,75.2W,-99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL231967,UNNAMED,19671012,1200,  , TD,21.0N,71.0W,-99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL241967,UNNAMED,19671015,1200,  , TD,15.5N,42.5W,-99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL251967,  HEIDI,19671019,1200,  , TD,20.5N,54.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL261967,UNNAMED,19671026,1200,  , TD,25.9N,70.9W,-99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011968,ABBY,19680601,600,  , TD,17.2N,85.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021968, BRENDA,19680617,1200,  , TD,24.0N,80.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031968,  CANDY,19680622,1800,  , TD,20.0N,96.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041968,UNNAMED,19680704,0,  , TD,27.9N,88.8W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051968,  DOLLY,19680810,0,  , TD,25.0N,79.0W,25,1013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061968,UNNAMED,19680826,0,  , TD,26.0N,87.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071968,UNNAMED,19680907,0,  , TD,8.1N,36.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081968,EDNA,19680911,1800,  , TD,12.7N,21.1W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
